design_id,split,d1,d2,d3,d4,d5,w1,w2,pitch_mm,height_mm,thickness_mm,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,strain,normalized_strain,reaction_N,lower_reaction_N,potential_energy_Nmm,stress_pnorm_MPa,stress_q99_MPa,maximum_stress_MPa,lower_platen_surface_mm,upper_platen_surface_mm,raw_solver_success,solver_accepted,solver_gradient_norm,solver_normalized_projected_gradient,solver_iterations,solver_message,solver_optimizer_method,solver_primary_success,solver_fallback_used,solver_independent_kkt_confirmed,solver_subdivision_count,solver_diagnostics_json,protocol_fingerprint,design_ledger_fingerprint
D010,train,9.634586764559828,1.0963212872927468,7.640609643001589,10.0,0.1,0.0,0.0,7.878725458065563,2.2,0.15,0.33839385970987934,0.03850589557756143,0.268359759563591,0.35122820311779035,0.0,0.0,0.27923298149040454,0.06818181818181818,0.1,0.4,1.7252385037299054,1.7319985075916247,0.19754769068853575,12.356707309293691,15.202771097882847,15.270292778816543,-0.075,2.055,True,True,0.00288484039501985,1.2821512866754888e-05,571.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":571,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":571,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.00288484039501985,""normalized_projected_gradient"":1.2821512866754888e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D010,train,9.634586764559828,1.0963212872927468,7.640609643001589,10.0,0.1,0.0,0.0,7.878725458065563,2.2,0.15,0.33839385970987934,0.03850589557756143,0.268359759563591,0.35122820311779035,0.0,0.0,0.27923298149040454,0.06818181818181818,0.15,0.6,2.447678749181902,2.4506228479831034,0.4280040226031998,17.7094070805926,21.70676231927214,21.78975972348771,-0.075,1.9450000000000003,True,True,0.003107149394427605,1.380955286412269e-05,686.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":686,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":686,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003107149394427605,""normalized_projected_gradient"":1.380955286412269e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D010,train,9.634586764559828,1.0963212872927468,7.640609643001589,10.0,0.1,0.0,0.0,7.878725458065563,2.2,0.15,0.33839385970987934,0.03850589557756143,0.268359759563591,0.35122820311779035,0.0,0.0,0.27923298149040454,0.06818181818181818,0.2,0.8,3.1525463012888153,3.146991632420904,0.7343858865108503,22.405311491530803,27.11536304279617,27.17864531479172,-0.075,1.8350000000000004,True,True,0.003030084541814748,1.3467042408065547e-05,574.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":574,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":574,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003030084541814748,""normalized_projected_gradient"":1.3467042408065547e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D011,train,0.1,0.1124614833623616,5.391267946613284,0.1,9.61421952482635,0.04414504917642894,0.024823936536963614,6.862944060701929,3.8785318201053762,0.25,0.006528289152488081,0.00734181081907224,0.3519575605403219,0.006528289152488081,0.04414504917642894,0.024823936536963614,0.5651411093839933,0.06445738016227175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,4.003531820105376,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D011,train,0.1,0.1124614833623616,5.391267946613284,0.1,9.61421952482635,0.04414504917642894,0.024823936536963614,6.862944060701929,3.8785318201053762,0.25,0.006528289152488081,0.00734181081907224,0.3519575605403219,0.006528289152488081,0.04414504917642894,0.024823936536963614,0.5651411093839933,0.06445738016227175,0.05,0.2,6.621570843882722,6.628870272156416,0.6791806667235001,16.23745164940688,20.605152569891725,20.611809489235988,-0.125,3.8096052291001072,True,True,0.005293666330009272,1.4116443546691393e-05,746.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":746,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":746,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.005293666330009272,""normalized_projected_gradient"":1.4116443546691393e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D011,train,0.1,0.1124614833623616,5.391267946613284,0.1,9.61421952482635,0.04414504917642894,0.024823936536963614,6.862944060701929,3.8785318201053762,0.25,0.006528289152488081,0.00734181081907224,0.3519575605403219,0.006528289152488081,0.04414504917642894,0.024823936536963614,0.5651411093839933,0.06445738016227175,0.1,0.4,11.221086744539434,11.22148359074162,2.441202925289587,27.86518233292482,34.98275212393585,34.99047385160127,-0.125,3.6156786380948387,True,True,0.003743100188139614,9.981600501705637e-06,762.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":762,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":762,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003743100188139614,""normalized_projected_gradient"":9.981600501705637e-06,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D011,train,0.1,0.1124614833623616,5.391267946613284,0.1,9.61421952482635,0.04414504917642894,0.024823936536963614,6.862944060701929,3.8785318201053762,0.25,0.006528289152488081,0.00734181081907224,0.3519575605403219,0.006528289152488081,0.04414504917642894,0.024823936536963614,0.5651411093839933,0.06445738016227175,0.15,0.6,14.227824330641905,14.22569994956234,4.928855941220718,35.44577765492081,43.93038307284244,43.933785137945385,-0.125,3.4217520470895697,True,True,0.003967708822392613,1.0580556859713633e-05,561.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":561,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":561,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003967708822392613,""normalized_projected_gradient"":1.0580556859713633e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D011,train,0.1,0.1124614833623616,5.391267946613284,0.1,9.61421952482635,0.04414504917642894,0.024823936536963614,6.862944060701929,3.8785318201053762,0.25,0.006528289152488081,0.00734181081907224,0.3519575605403219,0.006528289152488081,0.04414504917642894,0.024823936536963614,0.5651411093839933,0.06445738016227175,0.2,0.8,16.979016921904055,16.97425014927202,7.9698384893336245,40.27543095732167,48.11728011673375,48.137182460726244,-0.125,3.227825456084301,True,True,0.005160332097333908,1.3760885592890423e-05,505.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":505,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":505,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.005160332097333908,""normalized_projected_gradient"":1.3760885592890423e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D012,test,0.10748115500219808,0.1,4.767622150986108,0.9371718146868162,9.817513248540502,0.489289140806762,0.5020373406954254,7.73774501913167,2.5121451088077933,0.24752830542328533,0.006832968917277156,0.006357364616278468,0.30309512366464525,0.05957942934063447,0.489289140806762,0.5020373406954254,0.3246611386904691,0.09853264628521265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12376415271164266,2.635909261519436,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D012,test,0.10748115500219808,0.1,4.767622150986108,0.9371718146868162,9.817513248540502,0.489289140806762,0.5020373406954254,7.73774501913167,2.5121451088077933,0.24752830542328533,0.006832968917277156,0.006357364616278468,0.30309512366464525,0.05957942934063447,0.489289140806762,0.5020373406954254,0.3246611386904691,0.09853264628521265,0.05,0.2,3.4431411018974143,3.440234239961482,0.22018147917747272,9.630464943218804,12.08557473905706,12.094869074851239,-0.12376415271164266,2.5103020060790464,True,True,0.005118682707076827,1.378612087298766e-05,498.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":498,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":498,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.005118682707076827,""normalized_projected_gradient"":1.378612087298766e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D012,test,0.10748115500219808,0.1,4.767622150986108,0.9371718146868162,9.817513248540502,0.489289140806762,0.5020373406954254,7.73774501913167,2.5121451088077933,0.24752830542328533,0.006832968917277156,0.006357364616278468,0.30309512366464525,0.05957942934063447,0.489289140806762,0.5020373406954254,0.3246611386904691,0.09853264628521265,0.1,0.4,6.4774027725115335,6.481514015838425,0.8486000680367212,18.187536676351368,22.69918739285803,22.714668578501808,-0.12376415271164266,2.3846947506386567,True,True,0.004713182343547451,1.269398890357928e-05,541.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":541,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":541,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.004713182343547451,""normalized_projected_gradient"":1.269398890357928e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D012,test,0.10748115500219808,0.1,4.767622150986108,0.9371718146868162,9.817513248540502,0.489289140806762,0.5020373406954254,7.73774501913167,2.5121451088077933,0.24752830542328533,0.006832968917277156,0.006357364616278468,0.30309512366464525,0.05957942934063447,0.489289140806762,0.5020373406954254,0.3246611386904691,0.09853264628521265,0.15,0.6,9.528581356138076,9.526438677071742,1.8515887920865786,25.083762760326202,30.463574301346267,30.5456979938432,-0.12376415271164266,2.2590874951982673,True,True,0.0035113574887648547,9.457120423083908e-06,431.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":431,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":431,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0035113574887648547,""normalized_projected_gradient"":9.457120423083908e-06,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D012,test,0.10748115500219808,0.1,4.767622150986108,0.9371718146868162,9.817513248540502,0.489289140806762,0.5020373406954254,7.73774501913167,2.5121451088077933,0.24752830542328533,0.006832968917277156,0.006357364616278468,0.30309512366464525,0.05957942934063447,0.489289140806762,0.5020373406954254,0.3246611386904691,0.09853264628521265,0.2,0.8,12.253540308961544,12.258298629682399,3.224732155148432,30.795151423530687,36.33075522013491,36.375138414956616,-0.12376415271164266,2.1334802397578776,True,True,0.004474165953216591,1.2050247332496787e-05,450.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":450,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":450,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.004474165953216591,""normalized_projected_gradient"":1.2050247332496787e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D013,train,0.3879872900298088,4.466559451377959,7.79441049456347,2.692222594170026,9.412597482155505,0.682518425309699,0.6442773341541,7.9,3.88274955055101,0.15,0.015673862018507817,0.1804395101009144,0.31487762034166367,0.10876007165308983,0.682518425309699,0.6442773341541,0.4914872848798747,0.038632417066074516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,3.9577495505510103,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D013,train,0.3879872900298088,4.466559451377959,7.79441049456347,2.692222594170026,9.412597482155505,0.682518425309699,0.6442773341541,7.9,3.88274955055101,0.15,0.015673862018507817,0.1804395101009144,0.31487762034166367,0.10876007165308983,0.682518425309699,0.6442773341541,0.4914872848798747,0.038632417066074516,0.05,0.2,1.1672997815486281,1.1694725132229704,0.1183585500866837,9.063200792320874,11.007016917463996,11.007529877628501,-0.075,3.76361207302346,True,True,0.003051231258881071,1.3561027817249204e-05,1002.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":1002,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":1002,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.003051231258881071,""normalized_projected_gradient"":1.3561027817249204e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D013,train,0.3879872900298088,4.466559451377959,7.79441049456347,2.692222594170026,9.412597482155505,0.682518425309699,0.6442773341541,7.9,3.88274955055101,0.15,0.015673862018507817,0.1804395101009144,0.31487762034166367,0.10876007165308983,0.682518425309699,0.6442773341541,0.4914872848798747,0.038632417066074516,0.1,0.4,2.062349703186893,2.0722845637418423,0.43627931534976283,16.742338564094595,20.26151315206147,20.26237833572128,-0.075,3.569474595495909,True,True,0.0033511971968958054,1.4894209763981357e-05,814.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":814,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":814,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0033511971968958054,""normalized_projected_gradient"":1.4894209763981357e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D013,train,0.3879872900298088,4.466559451377959,7.79441049456347,2.692222594170026,9.412597482155505,0.682518425309699,0.6442773341541,7.9,3.88274955055101,0.15,0.015673862018507817,0.1804395101009144,0.31487762034166367,0.10876007165308983,0.682518425309699,0.6442773341541,0.4914872848798747,0.038632417066074516,0.15,0.6,2.7640694047701353,2.766288243803936,0.9082934834506708,23.036589492437514,27.742906728073223,27.743948177988933,-0.075,3.3753371179683587,True,True,0.002855103438198947,1.2689348614217543e-05,793.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.15,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":793,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":793,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.002855103438198947,""normalized_projected_gradient"":1.2689348614217543e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D013,train,0.3879872900298088,4.466559451377959,7.79441049456347,2.692222594170026,9.412597482155505,0.682518425309699,0.6442773341541,7.9,3.88274955055101,0.15,0.015673862018507817,0.1804395101009144,0.31487762034166367,0.10876007165308983,0.682518425309699,0.6442773341541,0.4914872848798747,0.038632417066074516,0.2,0.8,3.3125099235350177,3.3097453572868134,1.499919879389052,28.114479646064662,33.72651390157199,33.73153210671929,-0.075,3.1811996404408083,True,True,0.001957942112408073,8.701964944035881e-06,948.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.2,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":948,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":948,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.001957942112408073,""normalized_projected_gradient"":8.701964944035881e-06,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D014,train,0.10064147361815257,10.0,7.034673166734111,9.888797118018996,7.034531507223571,0.07250756834812719,0.21706215382132046,7.9,2.321744565896214,0.15,0.0029549466440378733,0.2936112258500251,0.206545901193908,0.29034618440037524,0.07250756834812719,0.21706215382132046,0.2938917172020524,0.06460659032148898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,2.3967445658962143,True,True,0.0,0.0,0.0,undeformed reference,reference,True,False,False,1,[],f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D014,train,0.10064147361815257,10.0,7.034673166734111,9.888797118018996,7.034531507223571,0.07250756834812719,0.21706215382132046,7.9,2.321744565896214,0.15,0.0029549466440378733,0.2936112258500251,0.206545901193908,0.29034618440037524,0.07250756834812719,0.21706215382132046,0.2938917172020524,0.06460659032148898,0.05,0.2,0.7791435963289073,0.7821999477631599,0.046162226781888235,6.078528907156497,7.200716833047613,7.202872793298479,-0.075,2.2806573376014034,True,True,0.0032878930642691317,1.4612858063418363e-05,502.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.05,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":502,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":502,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.0032878930642691317,""normalized_projected_gradient"":1.4612858063418363e-05,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
D014,train,0.10064147361815257,10.0,7.034673166734111,9.888797118018996,7.034531507223571,0.07250756834812719,0.21706215382132046,7.9,2.321744565896214,0.15,0.0029549466440378733,0.2936112258500251,0.206545901193908,0.29034618440037524,0.07250756834812719,0.21706215382132046,0.2938917172020524,0.06460659032148898,0.1,0.4,1.50447472289928,1.5073461771085488,0.17945728176542325,11.79685672563012,13.969336505530741,13.975127078086858,-0.075,2.164570109306593,True,True,0.002076397048152656,9.228431325122917e-06,561.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,L-BFGS-B,True,False,False,1,"[{""strain"":0.1,""subdivision"":1,""substep"":1,""optimizer_method"":""L-BFGS-B"",""selected_success"":true,""selected_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""selected_iterations"":561,""primary_success"":true,""primary_message"":""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"",""primary_iterations"":561,""fallback_used"":false,""fallback_success"":false,""fallback_message"":""not invoked"",""fallback_iterations"":0,""fallback_normalized_projected_gradient"":NaN,""independent_kkt_confirmed"":false,""projected_gradient_N"":0.002076397048152656,""normalized_projected_gradient"":9.228431325122917e-06,""accepted"":true}]",f141ffbd04ef138b9650f2a9878eed8fa60e248adf3e7f5898dbf890fce55fc4,d06c8aa5a844044b059518a454bb52ff40e1addc084e0ee363b3e8e1614a100f
